t,q_0,q_1,q_2,dq_0,dq_1,dq_2,tau_0,tau_1,tau_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1779611396.1929357,0.09075712110370514,0.0,0.0,0.18492178979463728,0.0,0.0,0.1188,1.3860000000000001,0.35639999999999994,0.09988609528966443,0.0,0.0,0.09250245035569947,0.0,0.0,0.15998851476614687,0.0,0.0
1779611396.2029436,0.09250245035569947,0.0,0.0,0.15998851476614687,0.0,0.0,0.0,1.3464,0.35639999999999994,0.09955623959819315,0.0,0.0,0.09250245035569947,0.0,0.0,0.13297746681861558,-0.004155545838081737,0.0
1779611396.2129486,0.09250245035569947,0.0,0.0,0.13297746681861558,-0.004155545838081737,0.0,0.0792,1.2672,0.4356,0.09900190853324137,0.0,0.0,0.09424777960769379,0.0,0.0,0.10804419179012516,0.0,0.0020777729190408684
1779611396.2229779,0.09424777960769379,0.0,0.0,0.10804419179012516,0.0,0.0020777729190408684,0.35639999999999994,1.3860000000000001,0.35639999999999994,0.09822767565300766,0.0,0.0,0.09424777960769379,0.0,0.0,0.0851886896806756,0.0,0.0
1779611396.232933,0.09424777960769379,0.0,0.0,0.0851886896806756,0.0,0.0,0.4752,1.3068,0.4356,0.09723245799524007,0.0,0.0,0.09599310885968812,0.0,0.0,0.06648873340930779,-0.0020777729190408684,0.0
1779611396.2429242,0.09599310885968812,0.0,0.0,0.06648873340930779,-0.0020777729190408684,0.0,0.4356,1.3464,0.4752,0.09602984625505996,0.0,0.0,0.09599310885968812,0.0,0.0,0.06856650632834865,0.0,0.0
1779611396.252969,0.09599310885968812,0.0,0.0,0.06856650632834865,0.0,0.0,0.3168,1.2276,0.396,0.094610438335389,0.0,0.0,0.09599310885968812,0.0,0.0,0.031166593785613025,0.0,0.0020777729190408684
1779611396.2630699,0.09599310885968812,0.0,0.0,0.031166593785613025,0.0,0.0020777729190408684,0.1584,1.3068,0.3168,0.09297203584213688,0.0,0.0,0.09599310885968812,0.0,0.0,0.01246663751424521,0.0,0.0
1779611396.273584,0.09599310885968812,0.0,0.0,0.01246663751424521,0.0,0.0,0.1584,1.4255999999999998,0.4356,0.0911144812691232,0.0,0.0,0.09599310885968812,0.0,0.0,-0.006233318757122605,0.0,0.0
1779611396.282929,0.09599310885968812,0.0,0.0,-0.006233318757122605,0.0,0.0,-0.0396,1.4255999999999998,0.396,0.08896177519697146,0.0,0.0,0.09599310885968812,0.0,0.0,-0.020777729190408684,0.0,0.0
