t,q_0,q_1,q_2,dq_0,dq_1,dq_2,cmd_0,cmd_1,cmd_2,q_next_0,q_next_1,q_next_2,dq_next_0,dq_next_1,dq_next_2
1777275158.1254926,-0.05235987755982988,-0.005235987755982989,-0.06981317007977318,-0.05402209589506258,-0.004155545838081737,-0.09765532719492082,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.05235987755982988,-0.005235987755982989,-0.06981317007977318,-0.05402209589506258,-0.004155545838081737,-0.09765532719492082
1777275158.1354961,-0.05235987755982988,-0.005235987755982989,-0.06981317007977318,-0.05402209589506258,-0.004155545838081737,-0.09765532719492082,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.05235987755982988,-0.005235987755982989,-0.06981317007977318,-0.05402209589506258,-0.004155545838081737,-0.09765532719492082
1777275158.1454146,-0.05235987755982988,-0.005235987755982989,-0.06981317007977318,-0.05402209589506258,-0.004155545838081737,-0.09765532719492082,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.005235987755982989,-0.07155849933176751,-0.02493327502849042,-0.004155545838081737,-0.03739991254273563
1777275158.155289,-0.054105206811824215,-0.005235987755982989,-0.07155849933176751,-0.02493327502849042,-0.004155545838081737,-0.03739991254273563,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.005235987755982989,-0.07155849933176751,-0.018699956271367814,-0.006233318757122605,-0.029088820866572156
1777275158.165465,-0.054105206811824215,-0.005235987755982989,-0.07155849933176751,-0.018699956271367814,-0.006233318757122605,-0.029088820866572156,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.005235987755982989,-0.07155849933176751,-0.018699956271367814,-0.006233318757122605,-0.029088820866572156
1777275158.1754193,-0.054105206811824215,-0.005235987755982989,-0.07155849933176751,-0.018699956271367814,-0.006233318757122605,-0.029088820866572156,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.01246663751424521,-0.008311091676163474,-0.010388864595204342
1777275158.185288,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.01246663751424521,-0.008311091676163474,-0.010388864595204342,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605
1777275158.1954486,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605
1777275158.2052886,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605
1777275158.2175295,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605
1777275158.2255003,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605
1777275158.2352886,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,-0.018699956271367814,-0.004155545838081737,-0.006233318757122605,-0.05498511998706808,-0.0068192846110038665,-0.07396338723324207,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,0.0,0.0,-0.006233318757122605
1777275158.2455184,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,0.0,0.0,-0.006233318757122605,-0.05307245826393269,-0.03918944434926865,0.03621190453164074,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,0.0,0.0,-0.006233318757122605
1777275158.2552924,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,0.0,0.0,-0.006233318757122605,-0.05307245826393269,-0.03918944434926865,0.03621190453164074,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,0.0,0.0,0.0
1777275158.265492,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,0.0,0.0,0.0,-0.05307245826393269,-0.03918944434926865,0.03621190453164074,-0.054105206811824215,-0.006981317007977318,-0.07330382858376185,0.0,0.0,0.0
